,median_bl,centre_x,centre_y,centre_z,polarisation,group_cohesion
0,448.5450264462557,927.625,475.875,1.5735626220703125e-05,0.6466118575513095,1.5958819868361078
0,84.34970057601987,1177.875,425.8333333333333,-3.055731455485026e-05,0.581697164739041,5.001512301041398
